Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;City;State;Country;Postal Code;Market;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Shipping Cost;Order Priority
48756;RS-2013-8100;27.08.2013;01.09.2013;Standard Class;AA-315;Alex Avila;Consumer;Kaspiysk;Dagestan;Russia;;EMEA;EMEA;TEC-SAM-10000779;Technology;Phones;Samsung Signal Booster, Cordless;836.64;6;0;342.9;76.97;Medium
48067;RS-2012-3010;08.03.2012;12.03.2012;Standard Class;MC-7590;Matt Collister;Corporate;Makhachkala;Dagestan;Russia;;EMEA;EMEA;OFF-HOO-10002946;Office Supplies;Appliances;Hoover Stove, Red;568.47;1;0;284.22;76.05;High
50557;RS-2014-3840;28.05.2014;02.06.2014;Standard Class;BH-1710;Brosina Hoffman;Consumer;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;TEC-SHA-10003039;Technology;Copiers;Sharp Fax and Copier, Digital;1009.44;6;0;343.08;75.48;Medium
43035;RS-2012-7250;23.01.2012;29.01.2012;Standard Class;DL-3315;Delfina Latchford;Consumer;Makhachkala;Dagestan;Russia;;EMEA;EMEA;OFF-ROG-10002132;Office Supplies;Storage;Rogers Lockers, Industrial;848.4;4;0;322.32;73.09;Low
48914;RS-2011-5330;19.09.2011;22.09.2011;First Class;CA-2265;Christina Anderson;Consumer;Severodvinsk;Arkhangel'sk;Russia;;EMEA;EMEA;OFF-BRE-10002738;Office Supplies;Appliances;Breville Microwave, Silver;302.46;1;0;108.87;71.67;Critical
45456;RS-2014-1250;06.09.2014;11.09.2014;Standard Class;TS-11370;Todd Sumrall;Corporate;Kaliningrad;Kaliningrad;Russia;;EMEA;EMEA;FUR-SAU-10004053;Furniture;Bookcases;Sauder Floating Shelf Set, Mobile;788.4;4;0;291.6;70.08;Medium
43198;RS-2014-8000;24.02.2014;26.02.2014;Second Class;CM-2115;Chad McGuire;Consumer;Voronezh;Voronezh;Russia;;EMEA;EMEA;OFF-ELD-10002297;Office Supplies;Storage;Eldon Lockers, Blue;395.82;2;0;39.54;64.62;High
48211;RS-2011-1130;02.11.2011;02.11.2011;Same Day;TB-11520;Tracy Blumstein;Consumer;Sterlitamak;Bashkortostan;Russia;;EMEA;EMEA;OFF-BIC-10004976;Office Supplies;Art;BIC Markers, Water Color;177.66;6;0;62.1;63.48;Critical
47816;RS-2012-9680;15.06.2012;17.06.2012;Second Class;JS-5685;Jim Sink;Corporate;Ufa;Bashkortostan;Russia;;EMEA;EMEA;TEC-ENE-10001466;Technology;Accessories;Enermax Memory Card, Erganomic;224.4;2;0;105.42;61.03;High
50312;RS-2012-3560;13.02.2012;19.02.2012;Standard Class;BP-1050;Barry Pond;Corporate;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;TEC-MOT-10000939;Technology;Phones;Motorola Speaker Phone, Cordless;530.52;4;0;26.52;59.42;Medium
47679;RS-2013-1210;19.06.2013;23.06.2013;Second Class;LC-6870;Lena Cacioppo;Consumer;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;FUR-HON-10003950;Furniture;Tables;Hon Coffee Table, Adjustable Height;318.09;1;0;152.67;56.38;High
43428;RS-2011-1760;29.11.2011;04.12.2011;Standard Class;TH-11235;Tiffany House;Corporate;Severodvinsk;Arkhangel'sk;Russia;;EMEA;EMEA;FUR-ADV-10000571;Furniture;Furnishings;Advantus Frame, Erganomic;438.96;4;0;140.4;53.77;High
43053;RS-2014-6680;17.07.2014;19.07.2014;First Class;DK-3090;Dave Kipp;Consumer;Ufa;Bashkortostan;Russia;;EMEA;EMEA;OFF-SAN-10002839;Office Supplies;Art;Sanford Canvas, Fluorescent;207.12;4;0;76.56;52.61;Critical
48310;RS-2013-2350;14.09.2013;14.09.2013;Same Day;HG-5025;Hunter Glantz;Consumer;Derbent;Dagestan;Russia;;EMEA;EMEA;TEC-LOG-10004405;Technology;Accessories;Logitech Router, Bluetooth;247.32;1;0;19.77;51.45;Critical
44760;RS-2014-7500;02.08.2014;05.08.2014;Second Class;EM-4200;Evan Minnotte;Home Office;Bud?nnovsk;Stavropol';Russia;;EMEA;EMEA;TEC-SHA-10002753;Technology;Copiers;Sharp Fax and Copier, High-Speed;333.6;2;0;40.02;49.63;High
42540;RS-2014-550;23.06.2014;27.06.2014;Standard Class;VS-11820;Vivek Sundaresam;Consumer;Zlatoust;Chelyabinsk;Russia;;EMEA;EMEA;TEC-OKI-10004735;Technology;Machines;Okidata Receipt Printer, Wireless;491.64;4;0;132.72;49.49;High
48123;RS-2014-630;20.03.2014;25.03.2014;Standard Class;LH-7155;Logan Haushalter;Consumer;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;TEC-CIS-10000436;Technology;Phones;Cisco Speaker Phone, with Caller ID;553.92;4;0;22.авг;47.04;Medium
50367;RS-2013-9090;13.06.2013;17.06.2013;Standard Class;MC-7575;Matt Collins;Consumer;Kaliningrad;Kaliningrad;Russia;;EMEA;EMEA;TEC-SAM-10003520;Technology;Phones;Samsung Headset, VoIP;439.74;6;0;184.68;46.95;High
48392;RS-2013-7090;14.06.2013;18.06.2013;Standard Class;SO-10335;Sean O'Donnell;Consumer;Makhachkala;Dagestan;Russia;;EMEA;EMEA;OFF-BIN-10000712;Office Supplies;Art;Binney & Smith Canvas, Blue;308.16;6;0;58.5;46.79;High
50314;RS-2012-3560;13.02.2012;19.02.2012;Standard Class;BP-1050;Barry Pond;Corporate;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;FUR-BAR-10003532;Furniture;Tables;Barricks Conference Table, Rectangular;904.65;1;0;289.47;45.92;Medium
45441;RS-2011-5130;10.09.2011;10.09.2011;Same Day;MM-8055;Michelle Moray;Consumer;Makhachkala;Dagestan;Russia;;EMEA;EMEA;TEC-SAM-10000779;Technology;Phones;Samsung Signal Booster, Cordless;139.44;1;0;57.15;44.44;Critical
43907;RS-2012-3460;16.01.2012;22.01.2012;Standard Class;FO-4305;Frank Olsen;Consumer;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;TEC-OKI-10003050;Technology;Machines;Okidata Card Printer, White;1045.44;6;0;355.32;42.92;Medium
50863;RS-2013-2980;07.06.2013;11.06.2013;Standard Class;BE-1335;Bill Eplett;Home Office;Zlatoust;Chelyabinsk;Russia;;EMEA;EMEA;FUR-OFF-10002330;Furniture;Chairs;Office Star Executive Leather Armchair, Black;467.43;1;0;32.7;42.15;Medium
50368;RS-2013-9090;13.06.2013;17.06.2013;Standard Class;MC-7575;Matt Collins;Consumer;Kaliningrad;Kaliningrad;Russia;;EMEA;EMEA;OFF-AVE-10003549;Office Supplies;Binders;Avery Binding Machine, Recycled;295.2;6;0;126.9;41.27;High
48342;RS-2013-1610;17.07.2013;19.07.2013;First Class;PB-8805;Patrick Bzostek;Home Office;Ufa;Bashkortostan;Russia;;EMEA;EMEA;TEC-MOT-10001088;Technology;Phones;Motorola Audio Dock, VoIP;173.46;1;0;50.28;41.21;Critical
42812;RS-2012-1330;17.12.2012;17.12.2012;Same Day;BN-1470;Brad Norvell;Corporate;Irkutsk;Irkutsk;Russia;;EMEA;EMEA;TEC-STA-10001232;Technology;Machines;StarTech Phone, Durable;149.28;2;0;ноя.94;39.9;High
41652;RS-2014-6940;15.09.2014;21.09.2014;Standard Class;SP-10920;Susan Pistek;Consumer;Angarsk;Irkutsk;Russia;;EMEA;EMEA;TEC-SHA-10000971;Technology;Copiers;Sharp Fax Machine, Color;594.18;2;0;47.52;39.53;Medium
50097;RS-2013-2700;01.10.2013;06.10.2013;Standard Class;TB-11250;Tim Brockman;Consumer;Bryansk;Bryansk;Russia;;EMEA;EMEA;FUR-OFF-10002330;Furniture;Chairs;Office Star Executive Leather Armchair, Black;934.86;2;0;65.4;39.13;Medium
50397;RS-2014-6050;10.11.2014;16.11.2014;Standard Class;EG-3900;Emily Grady;Consumer;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;TEC-LOG-10004405;Technology;Accessories;Logitech Router, Bluetooth;494.64;2;0;39.54;38.19;Medium
41531;RS-2013-7350;02.11.2013;06.11.2013;Standard Class;AS-285;Alejandro Savely;Corporate;Ivanovo;Ivanovo;Russia;;EMEA;EMEA;TEC-SHA-10001309;Technology;Copiers;Sharp Fax Machine, Digital;295.29;1;0;0;36.54;High
47430;RS-2012-6620;13.07.2012;18.07.2012;Standard Class;RM-9675;Robert Marley;Home Office;Ufa;Bashkortostan;Russia;;EMEA;EMEA;TEC-CIS-10003017;Technology;Phones;Cisco Signal Booster, with Caller ID;607.32;4;0;151.8;35.77;Medium
50315;RS-2014-9680;01.10.2014;04.10.2014;Second Class;MB-8085;Mick Brown;Consumer;Arkhangelsk;Arkhangel'sk;Russia;;EMEA;EMEA;FUR-NOV-10004563;Furniture;Chairs;Novimex Bag Chairs, Black;174.12;4;0;76.56;35.15;High
48488;RS-2011-7040;30.08.2011;30.08.2011;Same Day;JK-5730;Joe Kamberova;Consumer;Vladimir;Vladimir;Russia;;EMEA;EMEA;OFF-BIC-10002270;Office Supplies;Art;BIC Pencil Sharpener, Water Color;128.76;4;0;48.84;35.14;High
45649;RS-2014-220;11.08.2014;14.08.2014;First Class;PB-9150;Philip Brown;Consumer;Ufa;Bashkortostan;Russia;;EMEA;EMEA;OFF-ROG-10001372;Office Supplies;Storage;Rogers Trays, Blue;246.72;4;0;73.92;34.84;Medium
45815;RS-2012-1090;01.11.2012;06.11.2012;Standard Class;CP-2085;Cathy Prescott;Corporate;Astrakhan';Astrakhan';Russia;;EMEA;EMEA;OFF-ENE-10002833;Office Supplies;Paper;Enermax Cards & Envelopes, Premium;282.6;6;0;81.9;34.53;Medium
48677;RS-2014-3770;26.12.2014;28.12.2014;Second Class;NH-8610;Nicole Hansen;Corporate;Yaroslavl';Yaroslavl';Russia;;EMEA;EMEA;TEC-HEW-10004937;Technology;Copiers;Hewlett Fax Machine, Digital;319.56;1;0;146.97;32.9;Medium
48484;RS-2011-7040;30.08.2011;30.08.2011;Same Day;JK-5730;Joe Kamberova;Consumer;Vladimir;Vladimir;Russia;;EMEA;EMEA;FUR-ADV-10000190;Furniture;Furnishings;Advantus Frame, Duo Pack;222.36;2;0;104.46;32.71;High
44671;RS-2014-1580;22.09.2014;25.09.2014;Second Class;KH-6360;Katherine Hughes;Consumer;Yaroslavl';Yaroslavl';Russia;;EMEA;EMEA;TEC-ENE-10004627;Technology;Accessories;Enermax Router, Erganomic;256.14;1;0;102.45;31.май;High
42150;RS-2011-2280;30.03.2011;02.04.2011;First Class;AR-345;Alex Russell;Corporate;Bratsk;Irkutsk;Russia;;EMEA;EMEA;OFF-FEL-10001630;Office Supplies;Storage;Fellowes Lockers, Industrial;415.62;2;0;182.82;31;High
45440;RS-2011-5130;10.09.2011;10.09.2011;Same Day;MM-8055;Michelle Moray;Consumer;Makhachkala;Dagestan;Russia;;EMEA;EMEA;FUR-DAN-10004625;Furniture;Bookcases;Dania Stackable Bookrack, Mobile;121.59;1;0;53.49;30.81;Critical
48491;RS-2014-7460;02.10.2014;05.10.2014;First Class;HA-4920;Helen Andreada;Consumer;Oktyabr'skiy;Bashkortostan;Russia;;EMEA;EMEA;FUR-BUS-10004475;Furniture;Bookcases;Bush Floating Shelf Set, Traditional;171.27;1;0;30.81;30.57;High
47021;RS-2013-3220;06.11.2013;06.11.2013;Same Day;LC-6960;Lindsay Castell;Home Office;Makhachkala;Dagestan;Russia;;EMEA;EMEA;OFF-BOS-10001511;Office Supplies;Art;Boston Canvas, Fluorescent;109.8;2;0;19.74;29.58;High
43199;RS-2014-8000;24.02.2014;26.02.2014;Second Class;CM-2115;Chad McGuire;Consumer;Voronezh;Voronezh;Russia;;EMEA;EMEA;OFF-FEL-10001630;Office Supplies;Storage;Fellowes Lockers, Industrial;207.81;1;0;91.41;29.54;High
48924;RS-2013-5460;26.06.2013;30.06.2013;Standard Class;MS-7980;Michael Stewart;Corporate;Voronezh;Voronezh;Russia;;EMEA;EMEA;FUR-BEV-10003414;Furniture;Tables;Bevis Computer Table, Fully Assembled;495.99;1;0;238.05;28.83;Medium
43854;RS-2014-3790;17.12.2014;20.12.2014;Second Class;DP-3000;Darren Powers;Consumer;Kaluga;Kaluga;Russia;;EMEA;EMEA;FUR-ADV-10000571;Furniture;Furnishings;Advantus Frame, Erganomic;219.48;2;0;70.2;28.76;Medium
43582;RS-2011-8340;13.04.2011;13.04.2011;Same Day;DH-3675;Duane Huffman;Home Office;Ufa;Bashkortostan;Russia;;EMEA;EMEA;TEC-LOG-10002589;Technology;Accessories;Logitech Memory Card, USB;414.36;4;0;66.24;28.68;Medium
48070;RS-2012-3010;08.03.2012;12.03.2012;Standard Class;MC-7590;Matt Collister;Corporate;Makhachkala;Dagestan;Russia;;EMEA;EMEA;FUR-OFF-10002395;Furniture;Chairs;Office Star Rocking Chair, Red;281.82;2;0;115.5;28.27;High
44813;RS-2012-7550;15.06.2012;17.06.2012;Second Class;MC-7275;Marc Crier;Consumer;Sterlitamak;Bashkortostan;Russia;;EMEA;EMEA;OFF-ROG-10001735;Office Supplies;Storage;Rogers Lockers, Blue;211.62;1;0;14.79;28.26;High
50555;RS-2014-3840;28.05.2014;02.06.2014;Standard Class;BH-1710;Brosina Hoffman;Consumer;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;FUR-HAR-10001374;Furniture;Chairs;Harbour Creations Executive Leather Armchair, Red;475.86;1;0;185.58;27.64;Medium
45583;RS-2013-2360;09.11.2013;13.11.2013;Standard Class;VP-11760;Victoria Pisteka;Corporate;Kaluga;Kaluga;Russia;;EMEA;EMEA;FUR-BUS-10003055;Furniture;Bookcases;Bush Stackable Bookrack, Pine;249.72;2;0;97.38;27.29;High
43586;RS-2014-850;07.05.2014;11.05.2014;Standard Class;MB-7305;Maria Bertelson;Consumer;Yaroslavl';Yaroslavl';Russia;;EMEA;EMEA;OFF-ELD-10004324;Office Supplies;Storage;Eldon File Cart, Blue;253.92;2;0;05.апр;26.86;Medium
45490;RS-2014-1410;06.02.2014;10.02.2014;Standard Class;HE-4800;Harold Engle;Corporate;Yaroslavl';Yaroslavl';Russia;;EMEA;EMEA;OFF-ACM-10002301;Office Supplies;Supplies;Acme Trimmer, Serrated;330.24;8;0;39.6;26.47;Medium
47544;RS-2014-9050;07.01.2014;09.01.2014;Second Class;DV-3045;Darrin Van Huff;Corporate;Kaliningrad;Kaliningrad;Russia;;EMEA;EMEA;FUR-DEF-10003315;Furniture;Furnishings;Deflect-O Clock, Erganomic;195.72;4;0;17.52;26.18;High
43987;RS-2013-6170;04.12.2013;09.12.2013;Standard Class;JL-5130;Jack Lebron;Consumer;Oktyabr'skiy;Bashkortostan;Russia;;EMEA;EMEA;FUR-SAF-10000508;Furniture;Bookcases;Safco Library with Doors, Traditional;389.79;1;0;ноя.67;25.авг;Medium
49582;RS-2013-7260;10.06.2013;17.06.2013;Standard Class;GT-4710;Greg Tran;Consumer;Miass;Chelyabinsk;Russia;;EMEA;EMEA;TEC-HEW-10003829;Technology;Copiers;Hewlett Wireless Fax, High-Speed;378.39;1;0;185.4;25.25;Low
50401;RS-2014-6050;10.11.2014;16.11.2014;Standard Class;EG-3900;Emily Grady;Consumer;Chelyabinsk;Chelyabinsk;Russia;;EMEA;EMEA;TEC-BEL-10000681;Technology;Accessories;Belkin Mouse, USB;245.52;6;0;36.72;25.18;Medium
45280;RS-2013-4960;25.06.2013;30.06.2013;Standard Class;KL-6555;Kelly Lampkin;Corporate;Irkutsk;Irkutsk;Russia;;EMEA;EMEA;TEC-BRO-10004328;Technology;Copiers;Brother Fax Machine, Color;319.98;1;0;143.97;25.ноя;Medium
44084;RS-2014-7450;09.09.2014;12.09.2014;Second Class;KF-6285;Karen Ferguson;Home Office;Ufa;Bashkortostan;Russia;;EMEA;EMEA;OFF-CAR-10000687;Office Supplies;Binders;Cardinal Binder Covers, Economy;144;12;0;май.76;25.апр;Critical
48341;RS-2013-1610;17.07.2013;19.07.2013;First Class;PB-8805;Patrick Bzostek;Home Office;Ufa;Bashkortostan;Russia;;EMEA;EMEA;OFF-ELI-10001904;Office Supplies;Supplies;Elite Letter Opener, Steel;96;4;0;13.44;24.65;Critical
45048;RS-2013-160;20.04.2013;24.04.2013;Standard Class;RS-9765;Roland Schwarz;Corporate;Ufa;Bashkortostan;Russia;;EMEA;EMEA;OFF-TEN-10003089;Office Supplies;Storage;Tenex File Cart, Blue;266.4;2;0;47.94;24.46;Medium
50760;RS-2011-1330;13.09.2011;18.09.2011;Standard Class;RD-9480;Rick Duston;Consumer;Gubkin;Belgorod;Russia;;EMEA;EMEA;OFF-TEN-10000025;Office Supplies;Storage;Tenex Lockers, Blue;204.15;1;0;53.07;24.46;High
45585;RS-2013-2360;09.11.2013;13.11.2013;Standard Class;VP-11760;Victoria Pisteka;Corporate;Kaluga;Kaluga;Russia;;EMEA;EMEA;FUR-TEN-10000407;Furniture;Furnishings;Tenex Door Stop, Erganomic;255.06;6;0;40.68;24.янв;High
50369;RS-2013-9090;13.06.2013;17.06.2013;Standard Class;MC-7575;Matt Collins;Consumer;Kaliningrad;Kaliningrad;Russia;;EMEA;EMEA;OFF-SME-10001745;Office Supplies;Storage;Smead Shelving, Blue;195.72;4;0;58.68;23.76;High
46466;RS-2012-5150;07.11.2012;12.11.2012;Standard Class;PG-8820;Patrick Gardner;Consumer;Astrakhan';Astrakhan';Russia;;EMEA;EMEA;TEC-STA-10003386;Technology;Machines;StarTech Inkjet, Wireless;301.89;1;0;0;23.66;Medium
46859;RS-2014-4290;20.03.2014;21.03.2014;First Class;RP-9270;Rachel Payne;Corporate;Uvarovo;Tambov;Russia;;EMEA;EMEA;OFF-KLE-10002869;Office Supplies;Supplies;Kleencut Letter Opener, High Speed;158.76;6;0;55.44;23.47;Critical
50004;RS-2013-6410;22.04.2013;27.04.2013;Standard Class;AJ-780;Anthony Jacobs;Corporate;Astrakhan';Astrakhan';Russia;;EMEA;EMEA;TEC-SHA-10004083;Technology;Copiers;Sharp Fax and Copier, Laser;337.2;2;0;151.74;23.26;Medium
48187;RS-2013-5950;04.12.2013;07.12.2013;Second Class;CD-1920;Carlos Daly;Consumer;Salavat;Bashkortostan;Russia;;EMEA;EMEA;OFF-ROG-10003993;Office Supplies;Storage;Rogers File Cart, Single Width;141.63;1;0;36.81;22.52;High
